Id_Access-to-clean-fuels-and-technologies,Id_Entity,Code,Year,Indicador%,Outlier_Indicador%
0,0,AFG,2000,6.2,1
1,0,AFG,2001,7.2,1
2,0,AFG,2002,8.2,1
3,0,AFG,2003,9.5,1
4,0,AFG,2004,10.9,1
5,0,AFG,2005,12.2,1
6,0,AFG,2006,13.85,1
7,0,AFG,2007,15.3,1
8,0,AFG,2008,16.7,1
9,0,AFG,2009,18.4,1
10,0,AFG,2010,20.0,1
11,0,AFG,2011,21.8,1
12,0,AFG,2012,23.0,1
13,0,AFG,2013,24.8,1
14,0,AFG,2014,26.1,1
15,0,AFG,2015,27.4,1
16,0,AFG,2016,28.6,1
17,0,AFG,2017,29.7,1
18,0,AFG,2018,30.9,1
19,0,AFG,2019,31.9,1
20,0,AFG,2020,33.2,1
21,1,Sin Informacion,2000,13.5,1
22,1,Sin Informacion,2001,13.6,1
23,1,Sin Informacion,2002,13.8,1
24,1,Sin Informacion,2003,13.9,1
25,1,Sin Informacion,2004,14.1,1
26,1,Sin Informacion,2005,14.3,1
27,1,Sin Informacion,2006,14.5,1
28,1,Sin Informacion,2007,14.7,1
29,1,Sin Informacion,2008,14.9,1
30,1,Sin Informacion,2009,15.2,1
31,1,Sin Informacion,2010,15.4,1
32,1,Sin Informacion,2011,15.7,1
33,1,Sin Informacion,2012,16.0,1
34,1,Sin Informacion,2013,16.3,1
35,1,Sin Informacion,2014,16.6,1
36,1,Sin Informacion,2015,17.0,1
37,1,Sin Informacion,2016,17.5,1
38,1,Sin Informacion,2017,18.0,1
39,1,Sin Informacion,2018,18.6,1
40,1,Sin Informacion,2019,19.2,1
41,1,Sin Informacion,2020,19.8,1
42,4,ALB,2000,38.2,1
43,4,ALB,2001,40.5,1
44,4,ALB,2002,43.2,1
45,4,ALB,2003,46.4,1
46,4,ALB,2004,49.0,1
47,4,ALB,2005,51.9,1
48,4,ALB,2006,54.8,1
49,4,ALB,2007,58.1,1
50,4,ALB,2008,60.8,1
51,4,ALB,2009,63.6,1
52,4,ALB,2010,66.5,1
53,4,ALB,2011,68.9,1
54,4,ALB,2012,71.3,1
55,4,ALB,2013,73.15,1
56,4,ALB,2014,74.6,1
57,4,ALB,2015,76.2,1
58,4,ALB,2016,77.8,1
59,4,ALB,2017,78.7,1
60,4,ALB,2018,79.8,1
61,4,ALB,2019,80.7,1
62,4,ALB,2020,81.3,1
63,5,DZA,2000,97.1,1
64,5,DZA,2001,97.3,1
65,5,DZA,2002,97.8,1
66,5,DZA,2003,98.0,1
67,5,DZA,2004,98.2,1
68,5,DZA,2005,98.5,1
69,5,DZA,2006,98.7,1
70,5,DZA,2007,98.8,1
71,5,DZA,2008,99.0,1
72,5,DZA,2009,99.1,1
73,5,DZA,2010,99.2,1
74,5,DZA,2011,99.3,1
75,5,DZA,2012,99.4,1
76,5,DZA,2013,99.4,1
77,5,DZA,2014,99.5,1
78,5,DZA,2015,99.5,1
79,5,DZA,2016,99.6,1
80,5,DZA,2017,99.6,1
81,5,DZA,2018,99.6,1
82,5,DZA,2019,99.7,1
83,5,DZA,2020,99.7,1
84,0,Sin Informacion,2000,87.4,1
85,0,Sin Informacion,2001,87.8,1
86,0,Sin Informacion,2002,88.3,1
87,0,Sin Informacion,2003,88.6,1
88,0,Sin Informacion,2004,89.0,1
89,0,Sin Informacion,2005,89.4,1
90,0,Sin Informacion,2006,89.6,1
91,0,Sin Informacion,2007,89.9,1
92,0,Sin Informacion,2008,90.3,1
93,0,Sin Informacion,2009,90.5,1
94,0,Sin Informacion,2010,90.7,1
95,0,Sin Informacion,2011,90.9,1
96,0,Sin Informacion,2012,91.1,1
97,0,Sin Informacion,2013,91.3,1
98,0,Sin Informacion,2014,91.6,1
99,0,Sin Informacion,2015,91.7,1
100,0,Sin Informacion,2016,91.9,1
101,0,Sin Informacion,2017,92.1,1
102,0,Sin Informacion,2018,92.2,1
103,0,Sin Informacion,2019,92.4,1
104,0,Sin Informacion,2020,92.5,1
105,316,AND,2000,100.0,1
106,316,AND,2001,100.0,1
107,316,AND,2002,100.0,1
108,316,AND,2003,100.0,1
109,316,AND,2004,100.0,1
110,316,AND,2005,100.0,1
111,316,AND,2006,100.0,1
112,316,AND,2007,100.0,1
113,316,AND,2008,100.0,1
114,316,AND,2009,100.0,1
115,316,AND,2010,100.0,1
116,316,AND,2011,100.0,1
117,316,AND,2012,100.0,1
118,316,AND,2013,100.0,1
119,316,AND,2014,100.0,1
120,316,AND,2015,100.0,1
121,316,AND,2016,100.0,1
122,316,AND,2017,100.0,1
123,316,AND,2018,100.0,1
124,316,AND,2019,100.0,1
125,316,AND,2020,100.0,1
126,7,AGO,2000,41.1,1
127,7,AGO,2001,41.7,1
128,7,AGO,2002,41.7,1
129,7,AGO,2003,42.0,1
130,7,AGO,2004,41.9,1
131,7,AGO,2005,42.6,1
132,7,AGO,2006,42.9,1
133,7,AGO,2007,43.5,1
134,7,AGO,2008,43.6,1
135,7,AGO,2009,43.8,1
136,7,AGO,2010,44.3,1
137,7,AGO,2011,44.8,1
138,7,AGO,2012,45.2,1
139,7,AGO,2013,45.8,1
140,7,AGO,2014,46.5,1
141,7,AGO,2015,47.2,1
142,7,AGO,2016,47.8,1
143,7,AGO,2017,48.4,1
144,7,AGO,2018,49.1,1
145,7,AGO,2019,49.5,1
146,7,AGO,2020,50.2,1
147,9,ATG,2000,100.0,1
148,9,ATG,2001,100.0,1
149,9,ATG,2002,100.0,1
150,9,ATG,2003,100.0,1
151,9,ATG,2004,100.0,1
152,9,ATG,2005,100.0,1
153,9,ATG,2006,100.0,1
154,9,ATG,2007,100.0,1
155,9,ATG,2008,100.0,1
156,9,ATG,2009,100.0,1
157,9,ATG,2010,100.0,1
158,9,ATG,2011,100.0,1
159,9,ATG,2012,100.0,1
160,9,ATG,2013,100.0,1
161,9,ATG,2014,100.0,1
162,9,ATG,2015,100.0,1
163,9,ATG,2016,100.0,1
164,9,ATG,2017,100.0,1
165,9,ATG,2018,100.0,1
166,9,ATG,2019,100.0,1
167,9,ATG,2020,100.0,1
168,10,ARG,2000,95.0,1
169,10,ARG,2001,95.6,1
170,10,ARG,2002,96.1,1
171,10,ARG,2003,96.45,1
172,10,ARG,2004,97.2,1
173,10,ARG,2005,97.5,1
174,10,ARG,2006,98.1,1
175,10,ARG,2007,98.3,1
176,10,ARG,2008,98.6,1
177,10,ARG,2009,98.9,1
178,10,ARG,2010,99.1,1
179,10,ARG,2011,99.3,1
180,10,ARG,2012,99.5,1
181,10,ARG,2013,99.6,1
182,10,ARG,2014,99.7,1
183,10,ARG,2015,99.7,1
184,10,ARG,2016,99.8,1
185,10,ARG,2017,99.8,1
186,10,ARG,2018,99.8,1
187,10,ARG,2019,99.9,1
188,10,ARG,2020,99.9,1
189,11,ARM,2000,79.5,1
190,11,ARM,2001,82.2,1
191,11,ARM,2002,84.9,1
192,11,ARM,2003,87.7,1
193,11,ARM,2004,89.9,1
194,11,ARM,2005,91.6,1
195,11,ARM,2006,92.9,1
196,11,ARM,2007,94.2,1
197,11,ARM,2008,95.0,1
198,11,ARM,2009,95.7,1
199,11,ARM,2010,96.4,1
200,11,ARM,2011,96.8,1
201,11,ARM,2012,97.2,1
202,11,ARM,2013,97.5,1
203,11,ARM,2014,97.6,1
204,11,ARM,2015,97.8,1
205,11,ARM,2016,97.9,1
206,11,ARM,2017,98.0,1
207,11,ARM,2018,98.0,1
208,11,ARM,2019,98.0,1
209,11,ARM,2020,98.1,1
210,17,AUS,2000,100.0,1
211,17,AUS,2001,100.0,1
212,17,AUS,2002,100.0,1
213,17,AUS,2003,100.0,1
214,17,AUS,2004,100.0,1
215,17,AUS,2005,100.0,1
216,17,AUS,2006,100.0,1
217,17,AUS,2007,100.0,1
218,17,AUS,2008,100.0,1
219,17,AUS,2009,100.0,1
220,17,AUS,2010,100.0,1
221,17,AUS,2011,100.0,1
222,17,AUS,2012,100.0,1
223,17,AUS,2013,100.0,1
224,17,AUS,2014,100.0,1
225,17,AUS,2015,100.0,1
226,17,AUS,2016,100.0,1
227,17,AUS,2017,100.0,1
228,17,AUS,2018,100.0,1
229,17,AUS,2019,100.0,1
230,17,AUS,2020,100.0,1
231,19,AUT,2000,100.0,1
232,19,AUT,2001,100.0,1
233,19,AUT,2002,100.0,1
234,19,AUT,2003,100.0,1
235,19,AUT,2004,100.0,1
236,19,AUT,2005,100.0,1
237,19,AUT,2006,100.0,1
238,19,AUT,2007,100.0,1
239,19,AUT,2008,100.0,1
240,19,AUT,2009,100.0,1
241,19,AUT,2010,100.0,1
242,19,AUT,2011,100.0,1
243,19,AUT,2012,100.0,1
244,19,AUT,2013,100.0,1
245,19,AUT,2014,100.0,1
246,19,AUT,2015,100.0,1
247,19,AUT,2016,100.0,1
248,19,AUT,2017,100.0,1
249,19,AUT,2018,100.0,1
250,19,AUT,2019,100.0,1
251,19,AUT,2020,100.0,1
252,20,AZE,2000,70.3,1
253,20,AZE,2001,73.6,1
254,20,AZE,2002,76.8,1
255,20,AZE,2003,80.3,1
256,20,AZE,2004,82.9,1
257,20,AZE,2005,85.2,1
258,20,AZE,2006,87.4,1
259,20,AZE,2007,89.4,1
260,20,AZE,2008,90.7,1
261,20,AZE,2009,92.1,1
262,20,AZE,2010,93.1,1
263,20,AZE,2011,94.0,1
264,20,AZE,2012,94.7,1
265,20,AZE,2013,95.2,1
266,20,AZE,2014,95.5,1
267,20,AZE,2015,95.9,1
268,20,AZE,2016,96.2,1
269,20,AZE,2017,96.4,1
270,20,AZE,2018,96.6,1
271,20,AZE,2019,96.7,1
272,20,AZE,2020,96.8,1
273,21,BHS,2000,100.0,1
274,21,BHS,2001,100.0,1
275,21,BHS,2002,100.0,1
276,21,BHS,2003,100.0,1
277,21,BHS,2004,100.0,1
278,21,BHS,2005,100.0,1
279,21,BHS,2006,100.0,1
280,21,BHS,2007,100.0,1
281,21,BHS,2008,100.0,1
282,21,BHS,2009,100.0,1
283,21,BHS,2010,100.0,1
284,21,BHS,2011,100.0,1
285,21,BHS,2012,100.0,1
286,21,BHS,2013,100.0,1
287,21,BHS,2014,100.0,1
288,21,BHS,2015,100.0,1
289,21,BHS,2016,100.0,1
290,21,BHS,2017,100.0,1
291,21,BHS,2018,100.0,1
292,21,BHS,2019,100.0,1
293,21,BHS,2020,100.0,1
294,22,BHR,2000,100.0,1
295,22,BHR,2001,100.0,1
296,22,BHR,2002,100.0,1
297,22,BHR,2003,100.0,1
298,22,BHR,2004,100.0,1
299,22,BHR,2005,100.0,1
300,22,BHR,2006,100.0,1
301,22,BHR,2007,100.0,1
302,22,BHR,2008,100.0,1
303,22,BHR,2009,100.0,1
304,22,BHR,2010,100.0,1
305,22,BHR,2011,100.0,1
306,22,BHR,2012,100.0,1
307,22,BHR,2013,100.0,1
308,22,BHR,2014,100.0,1
309,22,BHR,2015,100.0,1
310,22,BHR,2016,100.0,1
311,22,BHR,2017,100.0,1
312,22,BHR,2018,100.0,1
313,22,BHR,2019,100.0,1
314,22,BHR,2020,100.0,1
315,23,BGD,2000,8.3,1
316,23,BGD,2001,8.3,1
317,23,BGD,2002,8.4,1
318,23,BGD,2003,8.6,1
319,23,BGD,2004,8.9,1
320,23,BGD,2005,9.2,1
321,23,BGD,2006,9.8,1
322,23,BGD,2007,10.3,1
323,23,BGD,2008,11.0,1
324,23,BGD,2009,11.8,1
325,23,BGD,2010,12.7,1
326,23,BGD,2011,13.7,1
327,23,BGD,2012,14.7,1
328,23,BGD,2013,15.8,1
329,23,BGD,2014,17.1,1
330,23,BGD,2015,18.3,1
331,23,BGD,2016,19.3,1
332,23,BGD,2017,20.6,1
333,23,BGD,2018,21.9,1
334,23,BGD,2019,23.4,1
335,23,BGD,2020,25.0,1
336,24,BRB,2000,100.0,1
337,24,BRB,2001,100.0,1
338,24,BRB,2002,100.0,1
339,24,BRB,2003,100.0,1
340,24,BRB,2004,100.0,1
341,24,BRB,2005,100.0,1
342,24,BRB,2006,100.0,1
343,24,BRB,2007,100.0,1
344,24,BRB,2008,100.0,1
345,24,BRB,2009,100.0,1
346,24,BRB,2010,100.0,1
347,24,BRB,2011,100.0,1
348,24,BRB,2012,100.0,1
349,24,BRB,2013,100.0,1
350,24,BRB,2014,100.0,1
351,24,BRB,2015,100.0,1
352,24,BRB,2016,100.0,1
353,24,BRB,2017,100.0,1
354,24,BRB,2018,100.0,1
355,24,BRB,2019,100.0,1
356,24,BRB,2020,100.0,1
357,25,BLR,2000,94.7,1
358,25,BLR,2001,95.2,1
359,25,BLR,2002,95.8,1
360,25,BLR,2003,96.4,1
361,25,BLR,2004,96.9,1
362,25,BLR,2005,97.1,1
363,25,BLR,2006,97.5,1
364,25,BLR,2007,97.9,1
365,25,BLR,2008,98.15,1
366,25,BLR,2009,98.5,1
367,25,BLR,2010,98.7,1
368,25,BLR,2011,98.8,1
369,25,BLR,2012,99.0,1
370,25,BLR,2013,99.1,1
371,25,BLR,2014,99.2,1
372,25,BLR,2015,99.3,1
373,25,BLR,2016,99.4,1
374,25,BLR,2017,99.4,1
375,25,BLR,2018,99.5,1
376,25,BLR,2019,99.5,1
377,25,BLR,2020,99.6,1
378,26,BEL,2000,100.0,1
379,26,BEL,2001,100.0,1
380,26,BEL,2002,100.0,1
381,26,BEL,2003,100.0,1
382,26,BEL,2004,100.0,1
383,26,BEL,2005,100.0,1
384,26,BEL,2006,100.0,1
385,26,BEL,2007,100.0,1
386,26,BEL,2008,100.0,1
387,26,BEL,2009,100.0,1
388,26,BEL,2010,100.0,1
389,26,BEL,2011,100.0,1
390,26,BEL,2012,100.0,1
391,26,BEL,2013,100.0,1
392,26,BEL,2014,100.0,1
393,26,BEL,2015,100.0,1
394,26,BEL,2016,100.0,1
395,26,BEL,2017,100.0,1
396,26,BEL,2018,100.0,1
397,26,BEL,2019,100.0,1
398,26,BEL,2020,100.0,1
399,27,BLZ,2000,79.9,1
400,27,BLZ,2001,80.6,1
401,27,BLZ,2002,81.5,1
402,27,BLZ,2003,81.9,1
403,27,BLZ,2004,82.6,1
404,27,BLZ,2005,82.9,1
405,27,BLZ,2006,83.2,1
406,27,BLZ,2007,83.3,1
407,27,BLZ,2008,83.5,1
408,27,BLZ,2009,83.4,1
409,27,BLZ,2010,83.6,1
410,27,BLZ,2011,83.4,1
411,27,BLZ,2012,83.3,1
412,27,BLZ,2013,83.3,1
413,27,BLZ,2014,83.0,1
414,27,BLZ,2015,82.9,1
415,27,BLZ,2016,82.8,1
416,27,BLZ,2017,82.6,1
417,27,BLZ,2018,82.4,1
418,27,BLZ,2019,82.1,1
419,27,BLZ,2020,82.1,1
420,28,BEN,2000,0.6,1
421,28,BEN,2001,0.8,1
422,28,BEN,2002,1.0,1
423,28,BEN,2003,1.3,1
424,28,BEN,2004,1.7,1
425,28,BEN,2005,2.1,1
426,28,BEN,2006,2.5,1
427,28,BEN,2007,2.9,1
428,28,BEN,2008,3.4,1
429,28,BEN,2009,3.7,1
430,28,BEN,2010,4.0,1
431,28,BEN,2011,4.1,1
432,28,BEN,2012,4.3,1
433,28,BEN,2013,4.3,1
434,28,BEN,2014,4.3,1
435,28,BEN,2015,4.3,1
436,28,BEN,2016,4.3,1
437,28,BEN,2017,4.2,1
438,28,BEN,2018,4.2,1
439,28,BEN,2019,4.0,1
440,28,BEN,2020,4.0,1
441,30,BTN,2000,27.8,1
442,30,BTN,2001,30.9,1
443,30,BTN,2002,34.8,1
444,30,BTN,2003,38.8,1
445,30,BTN,2004,42.7,1
446,30,BTN,2005,47.3,1
447,30,BTN,2006,51.1,1
448,30,BTN,2007,54.65,1
449,30,BTN,2008,57.8,1
450,30,BTN,2009,61.2,1
451,30,BTN,2010,63.9,1
452,30,BTN,2011,66.7,1
453,30,BTN,2012,68.9,1
454,30,BTN,2013,71.2,1
455,30,BTN,2014,72.9,1
456,30,BTN,2015,75.0,1
457,30,BTN,2016,76.0,1
458,30,BTN,2017,77.4,1
459,30,BTN,2018,78.3,1
460,30,BTN,2019,79.4,1
461,30,BTN,2020,80.2,1
462,31,BOL,2000,62.9,1
463,31,BOL,2001,63.9,1
464,31,BOL,2002,65.0,1
465,31,BOL,2003,65.9,1
466,31,BOL,2004,67.3,1
467,31,BOL,2005,68.4,1
468,31,BOL,2006,69.8,1
469,31,BOL,2007,71.5,1
470,31,BOL,2008,73.1,1
471,31,BOL,2009,74.7,1
472,31,BOL,2010,76.2,1
473,31,BOL,2011,77.8,1
474,31,BOL,2012,79.3,1
475,31,BOL,2013,80.4,1
476,31,BOL,2014,81.7,1
477,31,BOL,2015,82.7,1
478,31,BOL,2016,83.5,1
479,31,BOL,2017,84.2,1
480,31,BOL,2018,85.0,1
481,31,BOL,2019,85.7,1
482,31,BOL,2020,86.1,1
483,32,BIH,2000,52.1,1
484,32,BIH,2001,51.45,1
485,32,BIH,2002,50.9,1
486,32,BIH,2003,50.8,1
487,32,BIH,2004,49.3,1
488,32,BIH,2005,48.9,1
489,32,BIH,2006,47.9,1
490,32,BIH,2007,47.1,1
491,32,BIH,2008,46.7,1
492,32,BIH,2009,45.8,1
493,32,BIH,2010,45.0,1
494,32,BIH,2011,44.7,1
495,32,BIH,2012,44.2,1
496,32,BIH,2013,44.2,1
497,32,BIH,2014,44.05,1
498,32,BIH,2015,43.9,1
499,32,BIH,2016,45.2,1
500,32,BIH,2017,43.6,1
501,32,BIH,2018,44.7,1
502,32,BIH,2019,45.0,1
503,32,BIH,2020,45.2,1
504,33,BWA,2000,44.4,1
505,33,BWA,2001,46.3,1
506,33,BWA,2002,47.8,1
507,33,BWA,2003,49.5,1
508,33,BWA,2004,51.1,1
509,33,BWA,2005,52.6,1
510,33,BWA,2006,53.7,1
511,33,BWA,2007,55.1,1
512,33,BWA,2008,56.4,1
513,33,BWA,2009,57.6,1
514,33,BWA,2010,58.5,1
515,33,BWA,2011,59.6,1
516,33,BWA,2012,60.2,1
517,33,BWA,2013,60.8,1
518,33,BWA,2014,61.3,1
519,33,BWA,2015,61.7,1
520,33,BWA,2016,62.4,1
521,33,BWA,2017,63.0,1
522,33,BWA,2018,63.8,1
523,33,BWA,2019,63.9,1
524,33,BWA,2020,64.7,1
525,34,BRA,2000,89.0,1
526,34,BRA,2001,89.7,1
527,34,BRA,2002,90.1,1
528,34,BRA,2003,90.6,1
529,34,BRA,2004,91.1,1
530,34,BRA,2005,91.6,1
531,34,BRA,2006,92.1,1
532,34,BRA,2007,92.6,1
533,34,BRA,2008,93.1,1
534,34,BRA,2009,93.6,1
535,34,BRA,2010,94.0,1
536,34,BRA,2011,94.3,1
537,34,BRA,2012,94.7,1
538,34,BRA,2013,95.0,1
539,34,BRA,2014,95.2,1
540,34,BRA,2015,95.4,1
541,34,BRA,2016,95.7,1
542,34,BRA,2017,95.7,1
543,34,BRA,2018,95.8,1
544,34,BRA,2019,95.8,1
545,34,BRA,2020,95.9,1
546,36,BRN,2000,100.0,1
547,36,BRN,2001,100.0,1
548,36,BRN,2002,100.0,1
549,36,BRN,2003,100.0,1
550,36,BRN,2004,100.0,1
551,36,BRN,2005,100.0,1
552,36,BRN,2006,100.0,1
553,36,BRN,2007,100.0,1
554,36,BRN,2008,100.0,1
555,36,BRN,2009,100.0,1
556,36,BRN,2010,100.0,1
557,36,BRN,2011,100.0,1
558,36,BRN,2012,100.0,1
559,36,BRN,2013,100.0,1
560,36,BRN,2014,100.0,1
561,36,BRN,2015,100.0,1
562,36,BRN,2016,100.0,1
563,36,BRN,2017,100.0,1
564,36,BRN,2018,100.0,1
565,36,BRN,2019,100.0,1
566,36,BRN,2020,100.0,1
567,38,BFA,2000,2.7,1
568,38,BFA,2001,2.9,1
569,38,BFA,2002,3.1,1
570,38,BFA,2003,3.4,1
571,38,BFA,2004,3.7,1
572,38,BFA,2005,3.9,1
573,38,BFA,2006,4.4,1
574,38,BFA,2007,4.6,1
575,38,BFA,2008,5.1,1
576,38,BFA,2009,5.4,1
577,38,BFA,2010,5.8,1
578,38,BFA,2011,6.3,1
579,38,BFA,2012,6.7,1
580,38,BFA,2013,7.1,1
581,38,BFA,2014,7.6,1
582,38,BFA,2015,8.1,1
583,38,BFA,2016,8.7,1
584,38,BFA,2017,9.0,1
585,38,BFA,2018,9.5,1
586,38,BFA,2019,10.1,1
587,38,BFA,2020,10.6,1
588,39,BDI,2000,0.3,1
589,39,BDI,2001,0.3,1
590,39,BDI,2002,0.3,1
591,39,BDI,2003,0.3,1
592,39,BDI,2004,0.3,1
593,39,BDI,2005,0.3,1
594,39,BDI,2006,0.3,1
595,39,BDI,2007,0.3,1
596,39,BDI,2008,0.3,1
597,39,BDI,2009,0.3,1
598,39,BDI,2010,0.3,1
599,39,BDI,2011,0.2,1
600,39,BDI,2012,0.2,1
601,39,BDI,2013,0.2,1
602,39,BDI,2014,0.2,1
603,39,BDI,2015,0.2,1
604,39,BDI,2016,0.2,1
605,39,BDI,2017,0.2,1
606,39,BDI,2018,0.2,1
607,39,BDI,2019,0.2,1
608,39,BDI,2020,0.2,1
609,41,KHM,2000,3.6,1
610,41,KHM,2001,4.1,1
611,41,KHM,2002,4.7,1
612,41,KHM,2003,5.3,1
613,41,KHM,2004,5.9,1
614,41,KHM,2005,6.7,1
615,41,KHM,2006,7.6,1
616,41,KHM,2007,8.4,1
617,41,KHM,2008,9.4,1
618,41,KHM,2009,10.5,1
619,41,KHM,2010,11.7,1
620,41,KHM,2011,13.1,1
621,41,KHM,2012,14.5,1
622,41,KHM,2013,16.2,1
623,41,KHM,2014,18.0,1
624,41,KHM,2015,20.3,1
625,41,KHM,2016,22.7,1
626,41,KHM,2017,25.5,1
627,41,KHM,2018,28.9,1
628,41,KHM,2019,32.6,1
629,41,KHM,2020,36.8,1
630,42,CMR,2000,9.8,1
631,42,CMR,2001,10.7,1
632,42,CMR,2002,11.7,1
633,42,CMR,2003,12.7,1
634,42,CMR,2004,13.7,1
635,42,CMR,2005,14.7,1
636,42,CMR,2006,15.9,1
637,42,CMR,2007,16.8,1
638,42,CMR,2008,17.7,1
639,42,CMR,2009,18.55,1
640,42,CMR,2010,19.4,1
641,42,CMR,2011,20.0,1
642,42,CMR,2012,20.8,1
643,42,CMR,2013,21.4,1
644,42,CMR,2014,21.7,1
645,42,CMR,2015,22.0,1
646,42,CMR,2016,22.2,1
647,42,CMR,2017,22.2,1
648,42,CMR,2018,22.1,1
649,42,CMR,2019,22.2,1
650,42,CMR,2020,21.9,1
651,43,CAN,2000,100.0,1
652,43,CAN,2001,100.0,1
653,43,CAN,2002,100.0,1
654,43,CAN,2003,100.0,1
655,43,CAN,2004,100.0,1
656,43,CAN,2005,100.0,1
657,43,CAN,2006,100.0,1
658,43,CAN,2007,100.0,1
659,43,CAN,2008,100.0,1
660,43,CAN,2009,100.0,1
661,43,CAN,2010,100.0,1
662,43,CAN,2011,100.0,1
663,43,CAN,2012,100.0,1
664,43,CAN,2013,100.0,1
665,43,CAN,2014,100.0,1
666,43,CAN,2015,100.0,1
667,43,CAN,2016,100.0,1
668,43,CAN,2017,100.0,1
669,43,CAN,2018,100.0,1
670,43,CAN,2019,100.0,1
671,43,CAN,2020,100.0,1
672,44,CPV,2000,62.8,1
673,44,CPV,2001,62.9,1
674,44,CPV,2002,63.2,1
675,44,CPV,2003,63.3,1
676,44,CPV,2004,63.9,1
677,44,CPV,2005,64.5,1
678,44,CPV,2006,65.2,1
679,44,CPV,2007,66.3,1
680,44,CPV,2008,67.5,1
681,44,CPV,2009,68.4,1
682,44,CPV,2010,69.7,1
683,44,CPV,2011,70.8,1
684,44,CPV,2012,72.0,1
685,44,CPV,2013,73.2,1
686,44,CPV,2014,74.4,1
687,44,CPV,2015,75.5,1
688,44,CPV,2016,76.5,1
689,44,CPV,2017,77.8,1
690,44,CPV,2018,78.9,1
691,44,CPV,2019,80.2,1
692,44,CPV,2020,81.0,1
693,47,CAF,2000,0.6,1
694,47,CAF,2001,0.6,1
695,47,CAF,2002,0.6,1
696,47,CAF,2003,0.6,1
697,47,CAF,2004,0.5,1
698,47,CAF,2005,0.5,1
699,47,CAF,2006,0.6,1
700,47,CAF,2007,0.6,1
701,47,CAF,2008,0.6,1
702,47,CAF,2009,0.6,1
703,47,CAF,2010,0.5,1
704,47,CAF,2011,0.5,1
705,47,CAF,2012,0.6,1
706,47,CAF,2013,0.6,1
707,47,CAF,2014,0.6,1
708,47,CAF,2015,0.6,1
709,47,CAF,2016,0.7,1
710,47,CAF,2017,0.7,1
711,47,CAF,2018,0.7,1
712,47,CAF,2019,0.7,1
713,47,CAF,2020,0.8,1
714,50,TCD,2000,3.0,1
715,50,TCD,2001,2.8,1
716,50,TCD,2002,2.5,1
717,50,TCD,2003,2.5,1
718,50,TCD,2004,2.45,1
719,50,TCD,2005,2.4,1
720,50,TCD,2006,2.4,1
721,50,TCD,2007,2.3,1
722,50,TCD,2008,2.3,1
723,50,TCD,2009,2.5,1
724,50,TCD,2010,2.6,1
725,50,TCD,2011,2.8,1
726,50,TCD,2012,2.9,1
727,50,TCD,2013,3.3,1
728,50,TCD,2014,3.7,1
729,50,TCD,2015,4.1,1
730,50,TCD,2016,4.6,1
731,50,TCD,2017,5.1,1
732,50,TCD,2018,5.5,1
733,50,TCD,2019,6.1,1
734,50,TCD,2020,6.8,1
735,51,CHL,2000,100.0,1
736,51,CHL,2001,100.0,1
737,51,CHL,2002,100.0,1
738,51,CHL,2003,100.0,1
739,51,CHL,2004,100.0,1
740,51,CHL,2005,100.0,1
741,51,CHL,2006,100.0,1
742,51,CHL,2007,100.0,1
743,51,CHL,2008,100.0,1
744,51,CHL,2009,100.0,1
745,51,CHL,2010,100.0,1
746,51,CHL,2011,100.0,1
747,51,CHL,2012,100.0,1
748,51,CHL,2013,100.0,1
749,51,CHL,2014,100.0,1
750,51,CHL,2015,100.0,1
751,51,CHL,2016,100.0,1
752,51,CHL,2017,100.0,1
753,51,CHL,2018,100.0,1
754,51,CHL,2019,100.0,1
755,51,CHL,2020,100.0,1
756,52,CHN,2000,42.0,1
757,52,CHN,2001,42.3,1
758,52,CHN,2002,43.1,1
759,52,CHN,2003,43.4,1
760,52,CHN,2004,44.9,1
761,52,CHN,2005,46.3,1
762,52,CHN,2006,47.7,1
763,52,CHN,2007,49.4,1
764,52,CHN,2008,51.1,1
765,52,CHN,2009,53.5,1
766,52,CHN,2010,55.6,1
767,52,CHN,2011,58.0,1
768,52,CHN,2012,60.7,1
769,52,CHN,2013,63.2,1
770,52,CHN,2014,66.0,1
771,52,CHN,2015,68.4,1
772,52,CHN,2016,70.6,1
773,52,CHN,2017,73.2,1
774,52,CHN,2018,75.6,1
775,52,CHN,2019,77.6,1
776,52,CHN,2020,79.4,1
777,53,COL,2000,78.1,1
778,53,COL,2001,78.9,1
779,53,COL,2002,79.7,1
780,53,COL,2003,80.7,1
781,53,COL,2004,81.5,1
782,53,COL,2005,82.4,1
783,53,COL,2006,83.0,1
784,53,COL,2007,83.8,1
785,53,COL,2008,84.6,1
786,53,COL,2009,85.4,1
787,53,COL,2010,86.3,1
788,53,COL,2011,87.0,1
789,53,COL,2012,87.6,1
790,53,COL,2013,88.45,1
791,53,COL,2014,89.1,1
792,53,COL,2015,89.75,1
793,53,COL,2016,90.7,1
794,53,COL,2017,91.2,1
795,53,COL,2018,92.0,1
796,53,COL,2019,92.5,1
797,53,COL,2020,93.2,1
798,54,COM,2000,0.6,1
799,54,COM,2001,0.7,1
800,54,COM,2002,0.8,1
801,54,COM,2003,1.0,1
802,54,COM,2004,1.2,1
803,54,COM,2005,1.4,1
804,54,COM,2006,1.7,1
805,54,COM,2007,2.0,1
806,54,COM,2008,2.4,1
807,54,COM,2009,2.8,1
808,54,COM,2010,3.2,1
809,54,COM,2011,3.7,1
810,54,COM,2012,4.2,1
811,54,COM,2013,4.8,1
