Id_Access-to-clean-fuels-and-technologies,Id_Entity,Code,Year,Indicador%,Outlier_Indicador%
3766,279,TUN,2007,98.7,1
3767,279,TUN,2008,99.0,1
3768,279,TUN,2009,99.2,1
3769,279,TUN,2010,99.4,1
3770,279,TUN,2011,99.5,1
3771,279,TUN,2012,99.6,1
3772,279,TUN,2013,99.7,1
3773,279,TUN,2014,99.7,1
3774,279,TUN,2015,99.7,1
3775,279,TUN,2016,99.8,1
3776,279,TUN,2017,99.8,1
3777,279,TUN,2018,99.8,1
3778,279,TUN,2019,99.8,1
3779,279,TUN,2020,99.8,1
3780,280,TUR,2000,90.1,1
3781,280,TUR,2001,90.8,1
3782,280,TUR,2002,91.3,1
3783,280,TUR,2003,91.7,1
3784,280,TUR,2004,92.3,1
3785,280,TUR,2005,92.8,1
3786,280,TUR,2006,93.1,1
3787,280,TUR,2007,93.4,1
3788,280,TUR,2008,93.7,1
3789,280,TUR,2009,93.9,1
3790,280,TUR,2010,94.2,1
3791,280,TUR,2011,94.3,1
3792,280,TUR,2012,94.5,1
3793,280,TUR,2013,94.7,1
3794,280,TUR,2014,94.8,1
3795,280,TUR,2015,94.9,1
3796,280,TUR,2016,95.1,1
3797,280,TUR,2017,95.2,1
3798,280,TUR,2018,95.2,1
3799,280,TUR,2019,95.2,1
3800,280,TUR,2020,95.2,1
3801,281,TKM,2000,99.4,1
3802,281,TKM,2001,99.5,1
3803,281,TKM,2002,99.6,1
3804,281,TKM,2003,99.6,1
3805,281,TKM,2004,99.65,1
3806,281,TKM,2005,99.7,1
3807,281,TKM,2006,99.8,1
3808,281,TKM,2007,99.8,1
3809,281,TKM,2008,99.8,1
3810,281,TKM,2009,99.8,1
3811,281,TKM,2010,99.9,1
3812,281,TKM,2011,99.9,1
3813,281,TKM,2012,99.9,1
3814,281,TKM,2013,99.9,1
3815,281,TKM,2014,99.9,1
3816,281,TKM,2015,99.9,1
3817,281,TKM,2016,99.9,1
3818,281,TKM,2017,99.9,1
3819,281,TKM,2018,99.9,1
3820,281,TKM,2019,99.9,1
3821,281,TKM,2020,99.9,1
3822,283,TUV,2000,16.1,1
3823,283,TUV,2001,17.75,1
3824,283,TUV,2002,19.8,1
3825,283,TUV,2003,22.4,1
3826,283,TUV,2004,25.3,1
3827,283,TUV,2005,28.2,1
3828,283,TUV,2006,31.4,1
3829,283,TUV,2007,35.8,1
3830,283,TUV,2008,40.9,1
3831,283,TUV,2009,44.65,1
3832,283,TUV,2010,48.55,1
3833,283,TUV,2011,52.9,1
3834,283,TUV,2012,56.6,1
3835,283,TUV,2013,59.5,1
3836,283,TUV,2014,62.4,1
3837,283,TUV,2015,64.2,1
3838,283,TUV,2016,65.5,1
3839,283,TUV,2017,67.55,1
3840,283,TUV,2018,68.9,1
3841,283,TUV,2019,69.8,1
3842,283,TUV,2020,70.6,1
3843,289,UGA,2000,0.9,1
3844,289,UGA,2001,0.9,1
3845,289,UGA,2002,0.9,1
3846,289,UGA,2003,0.9,1
3847,289,UGA,2004,0.8,1
3848,289,UGA,2005,0.8,1
3849,289,UGA,2006,0.8,1
3850,289,UGA,2007,0.8,1
3851,289,UGA,2008,0.9,1
3852,289,UGA,2009,0.8,1
3853,289,UGA,2010,0.8,1
3854,289,UGA,2011,0.8,1
3855,289,UGA,2012,0.8,1
3856,289,UGA,2013,0.8,1
3857,289,UGA,2014,0.7,1
3858,289,UGA,2015,0.7,1
3859,289,UGA,2016,0.7,1
3860,289,UGA,2017,0.6,1
3861,289,UGA,2018,0.6,1
3862,289,UGA,2019,0.5,1
3863,289,UGA,2020,0.5,1
3864,290,UKR,2000,91.65,1
3865,290,UKR,2001,92.0,1
3866,290,UKR,2002,92.3,1
3867,290,UKR,2003,92.7,1
3868,290,UKR,2004,92.9,1
3869,290,UKR,2005,93.2,1
3870,290,UKR,2006,93.6,1
3871,290,UKR,2007,93.9,1
3872,290,UKR,2008,94.0,1
3873,290,UKR,2009,94.2,1
3874,290,UKR,2010,94.3,1
3875,290,UKR,2011,94.6,1
3876,290,UKR,2012,94.7,1
3877,290,UKR,2013,94.8,1
3878,290,UKR,2014,94.8,1
3879,290,UKR,2015,94.9,1
3880,290,UKR,2016,94.9,1
3881,290,UKR,2017,94.9,1
3882,290,UKR,2018,95.0,1
3883,290,UKR,2019,94.9,1
3884,290,UKR,2020,94.9,1
3885,291,ARE,2000,100.0,1
3886,291,ARE,2001,100.0,1
3887,291,ARE,2002,100.0,1
3888,291,ARE,2003,100.0,1
3889,291,ARE,2004,100.0,1
3890,291,ARE,2005,100.0,1
3891,291,ARE,2006,100.0,1
3892,291,ARE,2007,100.0,1
3893,291,ARE,2008,100.0,1
3894,291,ARE,2009,100.0,1
3895,291,ARE,2010,100.0,1
3896,291,ARE,2011,100.0,1
3897,291,ARE,2012,100.0,1
3898,291,ARE,2013,100.0,1
3899,291,ARE,2014,100.0,1
3900,291,ARE,2015,100.0,1
3901,291,ARE,2016,100.0,1
3902,291,ARE,2017,100.0,1
3903,291,ARE,2018,100.0,1
3904,291,ARE,2019,100.0,1
3905,291,ARE,2020,100.0,1
3906,292,GBR,2000,100.0,1
3907,292,GBR,2001,100.0,1
3908,292,GBR,2002,100.0,1
3909,292,GBR,2003,100.0,1
3910,292,GBR,2004,100.0,1
3911,292,GBR,2005,100.0,1
3912,292,GBR,2006,100.0,1
3913,292,GBR,2007,100.0,1
3914,292,GBR,2008,100.0,1
3915,292,GBR,2009,100.0,1
3916,292,GBR,2010,100.0,1
3917,292,GBR,2011,100.0,1
3918,292,GBR,2012,100.0,1
3919,292,GBR,2013,100.0,1
3920,292,GBR,2014,100.0,1
3921,292,GBR,2015,100.0,1
3922,292,GBR,2016,100.0,1
3923,292,GBR,2017,100.0,1
3924,292,GBR,2018,100.0,1
3925,292,GBR,2019,100.0,1
3926,292,GBR,2020,100.0,1
3927,293,USA,2000,100.0,1
3928,293,USA,2001,100.0,1
3929,293,USA,2002,100.0,1
3930,293,USA,2003,100.0,1
3931,293,USA,2004,100.0,1
3932,293,USA,2005,100.0,1
3933,293,USA,2006,100.0,1
3934,293,USA,2007,100.0,1
3935,293,USA,2008,100.0,1
3936,293,USA,2009,100.0,1
3937,293,USA,2010,100.0,1
3938,293,USA,2011,100.0,1
3939,293,USA,2012,100.0,1
3940,293,USA,2013,100.0,1
3941,293,USA,2014,100.0,1
3942,293,USA,2015,100.0,1
3943,293,USA,2016,100.0,1
3944,293,USA,2017,100.0,1
3945,293,USA,2018,100.0,1
3946,293,USA,2019,100.0,1
3947,293,USA,2020,100.0,1
3948,296,URY,2000,100.0,1
3949,296,URY,2001,100.0,1
3950,296,URY,2002,100.0,1
3951,296,URY,2003,100.0,1
3952,296,URY,2004,100.0,1
3953,296,URY,2005,100.0,1
3954,296,URY,2006,100.0,1
3955,296,URY,2007,100.0,1
3956,296,URY,2008,100.0,1
3957,296,URY,2009,100.0,1
3958,296,URY,2010,100.0,1
3959,296,URY,2011,100.0,1
3960,296,URY,2012,100.0,1
3961,296,URY,2013,100.0,1
3962,296,URY,2014,100.0,1
3963,296,URY,2015,100.0,1
3964,296,URY,2016,100.0,1
3965,296,URY,2017,100.0,1
3966,296,URY,2018,100.0,1
3967,296,URY,2019,100.0,1
3968,296,URY,2020,100.0,1
3969,297,UZB,2000,83.6,1
3970,297,UZB,2001,83.9,1
3971,297,UZB,2002,84.2,1
3972,297,UZB,2003,84.5,1
3973,297,UZB,2004,84.6,1
3974,297,UZB,2005,85.0,1
3975,297,UZB,2006,85.3,1
3976,297,UZB,2007,85.3,1
3977,297,UZB,2008,85.7,1
3978,297,UZB,2009,85.6,1
3979,297,UZB,2010,85.8,1
3980,297,UZB,2011,85.6,1
3981,297,UZB,2012,85.8,1
3982,297,UZB,2013,85.5,1
3983,297,UZB,2014,85.5,1
3984,297,UZB,2015,85.35,1
3985,297,UZB,2016,85.2,1
3986,297,UZB,2017,84.9,1
3987,297,UZB,2018,84.3,1
3988,297,UZB,2019,84.6,1
3989,297,UZB,2020,84.25,1
3990,298,VUT,2000,15.9,1
3991,298,VUT,2001,15.7,1
3992,298,VUT,2002,15.5,1
3993,298,VUT,2003,15.35,1
3994,298,VUT,2004,15.1,1
3995,298,VUT,2005,14.7,1
3996,298,VUT,2006,14.5,1
3997,298,VUT,2007,13.9,1
3998,298,VUT,2008,13.5,1
3999,298,VUT,2009,12.9,1
4000,298,VUT,2010,12.3,1
4001,298,VUT,2011,11.5,1
4002,298,VUT,2012,11.0,1
4003,298,VUT,2013,10.6,1
4004,298,VUT,2014,10.0,1
4005,298,VUT,2015,9.5,1
4006,298,VUT,2016,8.8,1
4007,298,VUT,2017,8.4,1
4008,298,VUT,2018,8.3,1
4009,298,VUT,2019,8.0,1
4010,298,VUT,2020,7.6,1
4011,299,VEN,2000,97.0,1
4012,299,VEN,2001,97.0,1
4013,299,VEN,2002,97.0,1
4014,299,VEN,2003,96.8,1
4015,299,VEN,2004,96.7,1
4016,299,VEN,2005,96.8,1
4017,299,VEN,2006,96.8,1
4018,299,VEN,2007,96.7,1
4019,299,VEN,2008,96.8,1
4020,299,VEN,2009,96.8,1
4021,299,VEN,2010,96.9,1
4022,299,VEN,2011,96.9,1
4023,299,VEN,2012,97.0,1
4024,299,VEN,2013,97.0,1
4025,299,VEN,2014,97.2,1
4026,299,VEN,2015,97.1,1
4027,299,VEN,2016,97.0,1
4028,299,VEN,2017,97.0,1
4029,299,VEN,2018,97.25,1
4030,299,VEN,2019,97.0,1
4031,299,VEN,2020,97.0,1
4032,300,VNM,2000,14.0,1
4033,300,VNM,2001,17.2,1
4034,300,VNM,2002,20.6,1
4035,300,VNM,2003,24.4,1
4036,300,VNM,2004,28.2,1
4037,300,VNM,2005,31.8,1
4038,300,VNM,2006,35.6,1
4039,300,VNM,2007,39.4,1
4040,300,VNM,2008,42.75,1
4041,300,VNM,2009,45.8,1
4042,300,VNM,2010,48.7,1
4043,300,VNM,2011,51.6,1
4044,300,VNM,2012,53.9,1
4045,300,VNM,2013,56.2,1
4046,300,VNM,2014,58.3,1
4047,300,VNM,2015,59.6,1
4048,300,VNM,2016,61.0,1
4049,300,VNM,2017,62.3,1
4050,300,VNM,2018,63.3,1
4051,300,VNM,2019,64.4,1
4052,300,VNM,2020,65.3,1
4053,0,Sin Informacion,2000,47.6,1
4054,0,Sin Informacion,2001,48.1,1
4055,0,Sin Informacion,2002,48.8,1
4056,0,Sin Informacion,2003,49.3,1
4057,0,Sin Informacion,2004,50.6,1
4058,0,Sin Informacion,2005,51.7,1
4059,0,Sin Informacion,2006,53.0,1
4060,0,Sin Informacion,2007,54.4,1
4061,0,Sin Informacion,2008,55.9,1
4062,0,Sin Informacion,2009,57.8,1
4063,0,Sin Informacion,2010,59.4,1
4064,0,Sin Informacion,2011,61.6,1
4065,0,Sin Informacion,2012,63.6,1
4066,0,Sin Informacion,2013,65.6,1
4067,0,Sin Informacion,2014,67.7,1
4068,0,Sin Informacion,2015,69.6,1
4069,0,Sin Informacion,2016,71.4,1
4070,0,Sin Informacion,2017,73.4,1
4071,0,Sin Informacion,2018,75.3,1
4072,0,Sin Informacion,2019,76.9,1
4073,0,Sin Informacion,2020,78.3,1
4074,306,OWID_WRL,2000,49.5,1
4075,306,OWID_WRL,2001,49.9,1
4076,306,OWID_WRL,2002,50.4,1
4077,306,OWID_WRL,2003,50.9,1
4078,306,OWID_WRL,2004,51.6,1
4079,306,OWID_WRL,2005,52.3,1
4080,306,OWID_WRL,2006,53.1,1
4081,306,OWID_WRL,2007,53.9,1
4082,306,OWID_WRL,2008,54.8,1
4083,306,OWID_WRL,2009,55.9,1
4084,306,OWID_WRL,2010,56.9,1
4085,306,OWID_WRL,2011,58.0,1
4086,306,OWID_WRL,2012,59.3,1
4087,306,OWID_WRL,2013,60.3,1
4088,306,OWID_WRL,2014,61.6,1
4089,306,OWID_WRL,2015,62.9,1
4090,306,OWID_WRL,2016,64.0,1
4091,306,OWID_WRL,2017,65.5,1
4092,306,OWID_WRL,2018,66.9,1
4093,306,OWID_WRL,2019,68.1,1
4094,306,OWID_WRL,2020,69.3,1
4095,307,YEM,2000,55.7,1
4096,307,YEM,2001,56.1,1
4097,307,YEM,2002,56.7,1
4098,307,YEM,2003,57.15,1
4099,307,YEM,2004,57.4,1
4100,307,YEM,2005,57.9,1
4101,307,YEM,2006,58.2,1
4102,307,YEM,2007,58.7,1
4103,307,YEM,2008,59.0,1
4104,307,YEM,2009,59.5,1
4105,307,YEM,2010,59.7,1
4106,307,YEM,2011,60.0,1
4107,307,YEM,2012,60.0,1
4108,307,YEM,2013,60.3,1
4109,307,YEM,2014,60.8,1
4110,307,YEM,2015,61.1,1
4111,307,YEM,2016,61.2,1
4112,307,YEM,2017,61.35,1
4113,307,YEM,2018,61.5,1
4114,307,YEM,2019,61.3,1
4115,307,YEM,2020,61.5,1
4116,309,ZMB,2000,13.8,1
4117,309,ZMB,2001,14.2,1
4118,309,ZMB,2002,14.6,1
4119,309,ZMB,2003,15.1,1
4120,309,ZMB,2004,15.3,1
4121,309,ZMB,2005,15.7,1
4122,309,ZMB,2006,15.9,1
4123,309,ZMB,2007,16.1,1
4124,309,ZMB,2008,16.2,1
4125,309,ZMB,2009,16.3,1
4126,309,ZMB,2010,16.2,1
4127,309,ZMB,2011,15.9,1
4128,309,ZMB,2012,15.5,1
4129,309,ZMB,2013,15.1,1
4130,309,ZMB,2014,14.6,1
4131,309,ZMB,2015,14.0,1
4132,309,ZMB,2016,13.4,1
4133,309,ZMB,2017,12.5,1
4134,309,ZMB,2018,11.9,1
4135,309,ZMB,2019,11.2,1
4136,309,ZMB,2020,10.4,1
4137,310,ZWE,2000,33.5,1
4138,310,ZWE,2001,33.6,1
4139,310,ZWE,2002,33.5,1
4140,310,ZWE,2003,32.8,1
4141,310,ZWE,2004,32.2,1
4142,310,ZWE,2005,31.7,1
4143,310,ZWE,2006,31.4,1
4144,310,ZWE,2007,31.0,1
4145,310,ZWE,2008,30.5,1
4146,310,ZWE,2009,30.5,1
4147,310,ZWE,2010,30.15,1
4148,310,ZWE,2011,30.1,1
4149,310,ZWE,2012,29.8,1
4150,310,ZWE,2013,29.8,1
4151,310,ZWE,2014,29.5,1
4152,310,ZWE,2015,29.5,1
4153,310,ZWE,2016,29.8,1
4154,310,ZWE,2017,29.8,1
4155,310,ZWE,2018,29.9,1
4156,310,ZWE,2019,30.1,1
4157,310,ZWE,2020,30.4,1
