Id_share-of-the-population-with-access-to-electricity,Id_Entity,Code,Year,AccessToElectricity(%Population),Outlier_AccessToElectricity(%Population)
1547,66,DOM,2019,99.0,1
1548,66,DOM,2020,100.0,1
1549,319,Sin Informacion,2000,92.22364044189452,1
1550,319,Sin Informacion,2001,92.7201156616211,1
1551,319,Sin Informacion,2002,93.19677734375,1
1552,319,Sin Informacion,2003,93.39054107666016,1
1553,319,Sin Informacion,2004,94.21145629882812,1
1554,319,Sin Informacion,2005,93.84498596191406,1
1555,319,Sin Informacion,2006,94.84782409667967,1
1556,319,Sin Informacion,2007,94.92015075683594,1
1557,319,Sin Informacion,2008,95.35134887695312,1
1558,319,Sin Informacion,2009,95.16587829589844,1
1559,319,Sin Informacion,2010,95.54264068603516,1
1560,319,Sin Informacion,2011,96.1416244506836,1
1561,319,Sin Informacion,2012,96.3971710205078,1
1562,319,Sin Informacion,2013,96.60267639160156,1
1563,319,Sin Informacion,2014,96.7282485961914,1
1564,319,Sin Informacion,2015,97.09967803955078,1
1565,319,Sin Informacion,2016,97.19800567626952,1
1566,319,Sin Informacion,2017,97.8546371459961,1
1567,319,Sin Informacion,2018,97.87345123291016,1
1568,319,Sin Informacion,2019,98.0572509765625,1
1569,319,Sin Informacion,2020,98.01282501220705,1
1570,70,ECU,1995,89.83016967773438,1
1571,70,ECU,1996,92.05137634277344,1
1572,70,ECU,1997,92.42981719970705,1
1573,70,ECU,1998,92.72663879394533,1
1574,70,ECU,1999,93.0714340209961,1
1575,70,ECU,2000,93.73226165771484,1
1576,70,ECU,2001,94.02462005615234,1
1577,70,ECU,2002,94.30938720703124,1
1578,70,ECU,2003,94.9730453491211,1
1579,70,ECU,2004,94.86557006835938,1
1580,70,ECU,2005,95.83264923095705,1
1581,70,ECU,2006,96.31526184082033,1
1582,70,ECU,2007,96.81261444091795,1
1583,70,ECU,2008,97.20657348632812,1
1584,70,ECU,2009,96.47086334228516,1
1585,70,ECU,2010,97.46214294433594,1
1586,70,ECU,2011,96.87269592285156,1
1587,70,ECU,2012,97.19493103027344,1
1588,70,ECU,2013,98.03467559814452,1
1589,70,ECU,2014,98.97606658935548,1
1590,70,ECU,2015,98.8258819580078,1
1591,70,ECU,2016,98.6999969482422,1
1592,70,ECU,2017,99.1999969482422,1
1593,70,ECU,2018,98.6999969482422,1
1594,70,ECU,2019,99.08999633789062,1
1595,70,ECU,2020,98.8499984741211,1
1596,71,EGY,1992,93.4000015258789,1
1597,71,EGY,1993,95.39224243164062,1
1598,71,EGY,1994,95.6485366821289,1
1599,71,EGY,1995,95.5,1
1600,71,EGY,1996,96.15432739257812,1
1601,71,EGY,1997,96.4024658203125,1
1602,71,EGY,1998,96.64652252197266,1
1603,71,EGY,1999,96.88573455810548,1
1604,71,EGY,2000,97.6999969482422,1
1605,71,EGY,2001,97.34407806396484,1
1606,71,EGY,2002,97.5361785888672,1
1607,71,EGY,2003,98.8000030517578,1
1608,71,EGY,2004,97.9070281982422,1
1609,71,EGY,2005,99.4000015258789,1
1610,71,EGY,2006,99.04000091552734,1
1611,71,EGY,2007,98.46562957763672,1
1612,71,EGY,2008,99.8000030517578,1
1613,71,EGY,2009,98.86971282958984,1
1614,71,EGY,2010,99.3945541381836,1
1615,71,EGY,2011,99.45216369628906,1
1616,71,EGY,2012,99.6999969482422,1
1617,71,EGY,2013,99.8503875732422,1
1618,71,EGY,2014,99.8000030517578,1
1619,71,EGY,2015,99.3000030517578,1
1620,71,EGY,2016,100.0,1
1621,71,EGY,2017,100.0,1
1622,71,EGY,2018,100.0,1
1623,71,EGY,2019,100.0,1
1624,71,EGY,2020,100.0,1
1625,72,SLV,1991,69.60787963867188,1
1626,72,SLV,1992,75.33219146728516,1
1627,72,SLV,1993,76.27613830566406,1
1628,72,SLV,1994,77.21871948242188,1
1629,72,SLV,1995,76.9955062866211,1
1630,72,SLV,1996,77.88300323486328,1
1631,72,SLV,1997,80.0315170288086,1
1632,72,SLV,1998,81.63798522949219,1
1633,72,SLV,1999,79.12959289550781,1
1634,72,SLV,2000,84.51924896240234,1
1635,72,SLV,2001,87.06382751464844,1
1636,72,SLV,2002,87.54905700683594,1
1637,72,SLV,2003,86.96115112304688,1
1638,72,SLV,2004,87.35704803466797,1
1639,72,SLV,2005,87.52584075927734,1
1640,72,SLV,2006,89.20146942138672,1
1641,72,SLV,2007,91.10955810546876,1
1642,72,SLV,2008,91.00022888183594,1
1643,72,SLV,2009,91.08402252197266,1
1644,72,SLV,2010,91.58023834228516,1
1645,72,SLV,2011,92.5746841430664,1
1646,72,SLV,2012,93.68057250976562,1
1647,72,SLV,2013,95.04310607910156,1
1648,72,SLV,2014,95.12541961669922,1
1649,72,SLV,2015,95.4000015258789,1
1650,72,SLV,2016,96.0,1
1651,72,SLV,2017,96.8000030517578,1
1652,72,SLV,2018,97.0,1
1653,72,SLV,2019,97.36000061035156,1
1654,72,SLV,2020,100.0,1
1655,73,GNQ,2000,65.55956268310547,1
1656,73,GNQ,2001,65.5711898803711,1
1657,73,GNQ,2002,65.57523345947266,1
1658,73,GNQ,2003,65.57404327392578,1
1659,73,GNQ,2004,65.5699691772461,1
1660,73,GNQ,2005,65.56535339355469,1
1661,73,GNQ,2006,65.56261444091797,1
1662,73,GNQ,2007,65.56439208984375,1
1663,73,GNQ,2008,65.57341003417969,1
1664,73,GNQ,2009,65.59236145019531,1
1665,73,GNQ,2010,66.15726470947266,1
1666,73,GNQ,2011,66.0999984741211,1
1667,73,GNQ,2012,65.73594665527344,1
1668,73,GNQ,2013,65.82080841064453,1
1669,73,GNQ,2014,65.92346954345703,1
1670,73,GNQ,2015,66.04097747802734,1
1671,73,GNQ,2016,66.17035675048828,1
1672,73,GNQ,2017,66.30863952636719,1
1673,73,GNQ,2018,66.4528579711914,1
1674,73,GNQ,2019,66.60004425048828,1
1675,73,GNQ,2020,66.74772644042969,1
1676,74,ERI,1995,22.899999618530277,0
1677,74,ERI,1996,24.755447387695312,0
1678,74,ERI,1997,25.874610900878903,0
1679,74,ERI,1998,26.989694595336918,0
1680,74,ERI,1999,28.09993553161621,1
1681,74,ERI,2000,29.2545108795166,1
1682,74,ERI,2001,30.352561950683597,1
1683,74,ERI,2002,32.20000076293945,1
1684,74,ERI,2003,32.52825927734375,1
1685,74,ERI,2004,33.61060333251953,1
1686,74,ERI,2005,34.69240951538086,1
1687,74,ERI,2006,35.776092529296875,1
1688,74,ERI,2007,36.86429214477539,1
1689,74,ERI,2008,37.95972442626953,1
1690,74,ERI,2009,39.06509780883789,1
1691,74,ERI,2010,40.18312072753906,1
1692,74,ERI,2011,41.31650161743164,1
1693,74,ERI,2012,42.46794891357422,1
1694,74,ERI,2013,43.63922882080078,1
1695,74,ERI,2014,44.828311920166016,1
1696,74,ERI,2015,46.03224182128906,1
1697,74,ERI,2016,47.24803924560547,1
1698,74,ERI,2017,48.47274398803711,1
1699,74,ERI,2018,49.70338439941406,1
1700,74,ERI,2019,50.93699264526367,1
1701,74,ERI,2020,52.17109680175781,1
1702,75,EST,1990,100.0,1
1703,75,EST,1991,100.0,1
1704,75,EST,1992,100.0,1
1705,75,EST,1993,100.0,1
1706,75,EST,1994,100.0,1
1707,75,EST,1995,100.0,1
1708,75,EST,1996,100.0,1
1709,75,EST,1997,100.0,1
1710,75,EST,1998,100.0,1
1711,75,EST,1999,100.0,1
1712,75,EST,2000,100.0,1
1713,75,EST,2001,100.0,1
1714,75,EST,2002,100.0,1
1715,75,EST,2003,100.0,1
1716,75,EST,2004,100.0,1
1717,75,EST,2005,100.0,1
1718,75,EST,2006,100.0,1
1719,75,EST,2007,100.0,1
1720,75,EST,2008,100.0,1
1721,75,EST,2009,100.0,1
1722,75,EST,2010,100.0,1
1723,75,EST,2011,100.0,1
1724,75,EST,2012,100.0,1
1725,75,EST,2013,100.0,1
1726,75,EST,2014,100.0,1
1727,75,EST,2015,100.0,1
1728,75,EST,2016,100.0,1
1729,75,EST,2017,100.0,1
1730,75,EST,2018,100.0,1
1731,75,EST,2019,100.0,1
1732,75,EST,2020,100.0,1
1733,76,SWZ,2000,20.195762634277344,0
1734,76,SWZ,2001,26.899999618530277,0
1735,76,SWZ,2002,25.808670043945312,0
1736,76,SWZ,2003,28.606096267700195,1
1737,76,SWZ,2004,31.400636672973636,1
1738,76,SWZ,2005,34.19464111328125,1
1739,76,SWZ,2006,35.20000076293945,1
1740,76,SWZ,2007,39.79091262817383,1
1741,76,SWZ,2008,42.598541259765625,1
1742,76,SWZ,2009,38.59999847412109,1
1743,76,SWZ,2010,45.552337646484375,1
1744,76,SWZ,2011,51.14800643920898,1
1745,76,SWZ,2012,54.36622619628906,1
1746,76,SWZ,2013,57.56251525878906,1
1747,76,SWZ,2014,65.0,1
1748,76,SWZ,2015,64.01241302490234,1
1749,76,SWZ,2016,63.43000030517578,1
1750,76,SWZ,2017,73.5,1
1751,76,SWZ,2018,73.91577911376953,1
1752,76,SWZ,2019,76.86943817138672,1
1753,76,SWZ,2020,79.73049926757812,1
1754,77,ETH,2000,12.699999809265137,0
1755,77,ETH,2001,10.162490844726562,0
1756,77,ETH,2002,11.854833602905272,0
1757,77,ETH,2003,13.541940689086914,0
1758,77,ETH,2004,15.22616195678711,0
1759,77,ETH,2005,14.0,0
1760,77,ETH,2006,18.59540367126465,0
1761,77,ETH,2007,20.285480499267575,0
1762,77,ETH,2008,21.982789993286133,0
1763,77,ETH,2009,23.690038681030277,0
1764,77,ETH,2010,25.409936904907227,0
1765,77,ETH,2011,23.0,0
1766,77,ETH,2012,28.89851951599121,1
1767,77,ETH,2013,30.67167282104492,1
1768,77,ETH,2014,27.200000762939453,0
1769,77,ETH,2015,29.0,1
1770,77,ETH,2016,42.900001525878906,1
1771,77,ETH,2017,44.29999923706055,1
1772,77,ETH,2018,44.94060134887695,1
1773,77,ETH,2019,48.06359100341797,1
1774,77,ETH,2020,51.0939826965332,1
1775,320,Sin Informacion,1990,100.0,1
1776,320,Sin Informacion,1991,100.0,1
1777,320,Sin Informacion,1992,100.0,1
1778,320,Sin Informacion,1993,100.0,1
1779,320,Sin Informacion,1994,100.0,1
1780,320,Sin Informacion,1995,99.99787139892578,1
1781,320,Sin Informacion,1996,99.97148895263672,1
1782,320,Sin Informacion,1997,99.96526336669922,1
1783,320,Sin Informacion,1998,99.96726989746094,1
1784,320,Sin Informacion,1999,99.87154388427734,1
1785,320,Sin Informacion,2000,99.94939422607422,1
1786,320,Sin Informacion,2001,99.95286560058594,1
1787,320,Sin Informacion,2002,99.96156311035156,1
1788,320,Sin Informacion,2003,99.9716796875,1
1789,320,Sin Informacion,2004,99.9584732055664,1
1790,320,Sin Informacion,2005,99.9489517211914,1
1791,320,Sin Informacion,2006,99.94623565673828,1
1792,320,Sin Informacion,2007,99.95158386230467,1
1793,320,Sin Informacion,2008,99.96036529541016,1
1794,320,Sin Informacion,2009,99.96377563476562,1
1795,320,Sin Informacion,2010,99.9742660522461,1
1796,320,Sin Informacion,2011,99.96783447265624,1
1797,320,Sin Informacion,2012,99.9810791015625,1
1798,320,Sin Informacion,2013,99.97722625732422,1
1799,320,Sin Informacion,2014,99.98284149169922,1
1800,320,Sin Informacion,2015,99.25530242919922,1
1801,320,Sin Informacion,2016,99.96961975097656,1
1802,320,Sin Informacion,2017,99.99141693115234,1
1803,320,Sin Informacion,2018,99.99183654785156,1
1804,320,Sin Informacion,2019,99.99324798583984,1
1805,320,Sin Informacion,2020,99.99532318115234,1
1806,321,Sin Informacion,1990,100.0,1
1807,321,Sin Informacion,1991,100.0,1
1808,321,Sin Informacion,1992,100.0,1
1809,321,Sin Informacion,1993,100.0,1
1810,321,Sin Informacion,1994,100.0,1
1811,321,Sin Informacion,1995,100.0,1
1812,321,Sin Informacion,1996,100.0,1
1813,321,Sin Informacion,1997,100.0,1
1814,321,Sin Informacion,1998,100.0,1
1815,321,Sin Informacion,1999,100.0,1
1816,321,Sin Informacion,2000,100.0,1
1817,321,Sin Informacion,2001,100.0,1
1818,321,Sin Informacion,2002,100.0,1
1819,321,Sin Informacion,2003,100.0,1
1820,321,Sin Informacion,2004,100.0,1
1821,321,Sin Informacion,2005,100.0,1
1822,321,Sin Informacion,2006,100.0,1
1823,321,Sin Informacion,2007,100.0,1
1824,321,Sin Informacion,2008,100.0,1
1825,321,Sin Informacion,2009,100.0,1
1826,321,Sin Informacion,2010,100.0,1
1827,321,Sin Informacion,2011,100.0,1
1828,321,Sin Informacion,2012,100.0,1
1829,321,Sin Informacion,2013,100.0,1
1830,321,Sin Informacion,2014,100.0,1
1831,321,Sin Informacion,2015,100.0,1
1832,321,Sin Informacion,2016,99.96019744873048,1
1833,321,Sin Informacion,2017,100.0,1
1834,321,Sin Informacion,2018,100.0,1
1835,321,Sin Informacion,2019,100.0,1
1836,321,Sin Informacion,2020,99.99535369873048,1
1837,85,FRO,1990,100.0,1
1838,85,FRO,1991,100.0,1
1839,85,FRO,1992,100.0,1
1840,85,FRO,1993,100.0,1
1841,85,FRO,1994,100.0,1
1842,85,FRO,1995,100.0,1
1843,85,FRO,1996,100.0,1
1844,85,FRO,1997,100.0,1
1845,85,FRO,1998,100.0,1
1846,85,FRO,1999,100.0,1
1847,85,FRO,2000,100.0,1
1848,85,FRO,2001,100.0,1
1849,85,FRO,2002,100.0,1
1850,85,FRO,2003,100.0,1
1851,85,FRO,2004,100.0,1
1852,85,FRO,2005,100.0,1
1853,85,FRO,2006,100.0,1
1854,85,FRO,2007,100.0,1
1855,85,FRO,2008,100.0,1
1856,85,FRO,2009,100.0,1
1857,85,FRO,2010,100.0,1
1858,85,FRO,2011,100.0,1
1859,85,FRO,2012,100.0,1
1860,85,FRO,2013,100.0,1
1861,85,FRO,2014,100.0,1
1862,85,FRO,2015,100.0,1
1863,85,FRO,2016,100.0,1
1864,85,FRO,2017,100.0,1
1865,85,FRO,2018,100.0,1
1866,85,FRO,2019,100.0,1
1867,85,FRO,2020,100.0,1
1868,87,FJI,1996,66.9000015258789,1
1869,87,FJI,1997,71.77151489257812,1
1870,87,FJI,1998,73.08958435058594,1
1871,87,FJI,1999,74.40281677246094,1
1872,87,FJI,2000,75.72492218017578,1
1873,87,FJI,2001,77.00067901611328,1
1874,87,FJI,2002,79.62999725341797,1
1875,87,FJI,2003,80.0,1
1876,87,FJI,2004,80.79183959960938,1
1877,87,FJI,2005,82.05135345458984,1
1878,87,FJI,2006,83.31273651123047,1
1879,87,FJI,2007,88.9000015258789,1
1880,87,FJI,2008,86.16000366210938,1
1881,87,FJI,2009,87.1348648071289,1
1882,87,FJI,2010,89.24858093261719,1
1883,87,FJI,2011,90.14612579345705,1
1884,87,FJI,2012,91.07083129882812,1
1885,87,FJI,2013,91.75,1
1886,87,FJI,2014,93.78660583496094,1
1887,87,FJI,2015,95.16824340820312,1
1888,87,FJI,2016,96.5617446899414,1
1889,87,FJI,2017,96.0,1
1890,87,FJI,2018,99.37250518798828,1
1891,87,FJI,2019,99.71588134765624,1
1892,87,FJI,2020,100.0,1
1893,88,FIN,1990,100.0,1
1894,88,FIN,1991,100.0,1
1895,88,FIN,1992,100.0,1
1896,88,FIN,1993,100.0,1
1897,88,FIN,1994,100.0,1
1898,88,FIN,1995,100.0,1
1899,88,FIN,1996,100.0,1
1900,88,FIN,1997,100.0,1
1901,88,FIN,1998,100.0,1
1902,88,FIN,1999,100.0,1
1903,88,FIN,2000,100.0,1
1904,88,FIN,2001,100.0,1
1905,88,FIN,2002,100.0,1
1906,88,FIN,2003,100.0,1
1907,88,FIN,2004,100.0,1
1908,88,FIN,2005,100.0,1
1909,88,FIN,2006,100.0,1
1910,88,FIN,2007,100.0,1
1911,88,FIN,2008,100.0,1
1912,88,FIN,2009,100.0,1
1913,88,FIN,2010,100.0,1
1914,88,FIN,2011,100.0,1
1915,88,FIN,2012,100.0,1
1916,88,FIN,2013,100.0,1
1917,88,FIN,2014,100.0,1
1918,88,FIN,2015,100.0,1
1919,88,FIN,2016,100.0,1
1920,88,FIN,2017,100.0,1
1921,88,FIN,2018,100.0,1
1922,88,FIN,2019,100.0,1
1923,88,FIN,2020,100.0,1
1924,89,FRA,1990,100.0,1
1925,89,FRA,1991,100.0,1
1926,89,FRA,1992,100.0,1
1927,89,FRA,1993,100.0,1
1928,89,FRA,1994,100.0,1
1929,89,FRA,1995,100.0,1
1930,89,FRA,1996,100.0,1
1931,89,FRA,1997,100.0,1
1932,89,FRA,1998,100.0,1
1933,89,FRA,1999,100.0,1
1934,89,FRA,2000,100.0,1
1935,89,FRA,2001,100.0,1
1936,89,FRA,2002,100.0,1
1937,89,FRA,2003,100.0,1
1938,89,FRA,2004,100.0,1
1939,89,FRA,2005,100.0,1
1940,89,FRA,2006,100.0,1
1941,89,FRA,2007,100.0,1
1942,89,FRA,2008,100.0,1
1943,89,FRA,2009,100.0,1
1944,89,FRA,2010,100.0,1
1945,89,FRA,2011,100.0,1
1946,89,FRA,2012,100.0,1
1947,89,FRA,2013,100.0,1
1948,89,FRA,2014,100.0,1
1949,89,FRA,2015,100.0,1
1950,89,FRA,2016,100.0,1
1951,89,FRA,2017,100.0,1
1952,89,FRA,2018,100.0,1
1953,89,FRA,2019,100.0,1
1954,89,FRA,2020,100.0,1
1955,91,PYF,1990,100.0,1
1956,91,PYF,1991,100.0,1
1957,91,PYF,1992,100.0,1
1958,91,PYF,1993,100.0,1
1959,91,PYF,1994,100.0,1
1960,91,PYF,1995,100.0,1
1961,91,PYF,1996,100.0,1
1962,91,PYF,1997,100.0,1
1963,91,PYF,1998,100.0,1
1964,91,PYF,1999,100.0,1
1965,91,PYF,2000,100.0,1
1966,91,PYF,2001,100.0,1
1967,91,PYF,2002,100.0,1
1968,91,PYF,2003,100.0,1
1969,91,PYF,2004,100.0,1
1970,91,PYF,2005,100.0,1
1971,91,PYF,2006,100.0,1
1972,91,PYF,2007,100.0,1
1973,91,PYF,2008,100.0,1
1974,91,PYF,2009,100.0,1
1975,91,PYF,2010,100.0,1
1976,91,PYF,2011,100.0,1
1977,91,PYF,2012,100.0,1
1978,91,PYF,2013,100.0,1
1979,91,PYF,2014,100.0,1
1980,91,PYF,2015,100.0,1
1981,91,PYF,2016,100.0,1
1982,91,PYF,2017,100.0,1
1983,91,PYF,2018,100.0,1
1984,91,PYF,2019,100.0,1
1985,91,PYF,2020,100.0,1
1986,94,GAB,2000,73.5999984741211,1
1987,94,GAB,2001,77.14080047607422,1
1988,94,GAB,2002,77.84243774414062,1
1989,94,GAB,2003,78.5388412475586,1
1990,94,GAB,2004,79.23235321044922,1
1991,94,GAB,2005,81.5999984741211,1
1992,94,GAB,2006,80.62017822265625,1
1993,94,GAB,2007,81.31954956054688,1
1994,94,GAB,2008,82.02615356445312,1
1995,94,GAB,2009,82.7426986694336,1
1996,94,GAB,2010,89.46172332763672,1
1997,94,GAB,2011,88.85956573486328,1
1998,94,GAB,2012,89.30000305175781,1
1999,94,GAB,2013,86.4000015258789,1
2000,94,GAB,2014,86.96430969238281,1
2001,94,GAB,2015,87.37686157226562,1
2002,94,GAB,2016,88.20382690429688,1
2003,94,GAB,2017,86.2699966430664,1
2004,94,GAB,2018,89.88151550292969,1
2005,94,GAB,2019,90.7262954711914,1
2006,94,GAB,2020,91.57156372070312,1
2007,95,GMB,1993,17.700000762939453,0
2008,95,GMB,1994,18.250049591064453,0
2009,95,GMB,1995,19.921443939208984,0
2010,95,GMB,1996,21.590118408203125,0
2011,95,GMB,1997,23.25539207458496,0
2012,95,GMB,1998,24.916587829589844,0
2013,95,GMB,1999,26.572940826416016,0
2014,95,GMB,2000,34.29999923706055,1
2015,95,GMB,2001,29.870019912719727,1
2016,95,GMB,2002,31.51756477355957,1
2017,95,GMB,2003,27.799999237060547,1
2018,95,GMB,2004,34.79930114746094,1
2019,95,GMB,2005,30.456268310546875,1
2020,95,GMB,2006,38.07894515991211,1
2021,95,GMB,2007,39.72422790527344,1
2022,95,GMB,2008,41.376739501953125,1
2023,95,GMB,2009,43.03919219970703,1
2024,95,GMB,2010,46.65527725219727,1
2025,95,GMB,2011,48.24708557128906,1
2026,95,GMB,2012,49.82793045043945,1
2027,95,GMB,2013,51.5,1
2028,95,GMB,2014,52.9337272644043,1
2029,95,GMB,2015,54.561988830566406,1
2030,95,GMB,2016,56.32740783691406,1
2031,95,GMB,2017,56.20000076293945,1
2032,95,GMB,2018,60.29999923706055,1
2033,95,GMB,2019,62.09999847412109,1
2034,95,GMB,2020,62.273067474365234,1
2035,96,GEO,2000,99.8118133544922,1
2036,96,GEO,2001,99.80532836914062,1
2037,96,GEO,2002,99.9000015258789,1
2038,96,GEO,2003,100.0,1
2039,96,GEO,2004,99.93000030517578,1
2040,96,GEO,2005,97.93505096435548,1
2041,96,GEO,2006,100.0,1
2042,96,GEO,2007,100.0,1
2043,96,GEO,2008,100.0,1
2044,96,GEO,2009,100.0,1
2045,96,GEO,2010,100.0,1
2046,96,GEO,2011,100.0,1
2047,96,GEO,2012,100.0,1
2048,96,GEO,2013,100.0,1
2049,96,GEO,2014,100.0,1
2050,96,GEO,2015,100.0,1
2051,96,GEO,2016,100.0,1
2052,96,GEO,2017,100.0,1
2053,96,GEO,2018,99.9000015258789,1
2054,96,GEO,2019,100.0,1
2055,96,GEO,2020,100.0,1
2056,97,DEU,1990,100.0,1
2057,97,DEU,1991,100.0,1
2058,97,DEU,1992,100.0,1
2059,97,DEU,1993,100.0,1
2060,97,DEU,1994,100.0,1
2061,97,DEU,1995,100.0,1
2062,97,DEU,1996,100.0,1
2063,97,DEU,1997,100.0,1
2064,97,DEU,1998,100.0,1
2065,97,DEU,1999,100.0,1
2066,97,DEU,2000,100.0,1
2067,97,DEU,2001,100.0,1
2068,97,DEU,2002,100.0,1
2069,97,DEU,2003,100.0,1
2070,97,DEU,2004,100.0,1
2071,97,DEU,2005,100.0,1
2072,97,DEU,2006,100.0,1
2073,97,DEU,2007,100.0,1
2074,97,DEU,2008,100.0,1
2075,97,DEU,2009,100.0,1
2076,97,DEU,2010,100.0,1
2077,97,DEU,2011,100.0,1
2078,97,DEU,2012,100.0,1
2079,97,DEU,2013,100.0,1
2080,97,DEU,2014,100.0,1
2081,97,DEU,2015,100.0,1
2082,97,DEU,2016,100.0,1
2083,97,DEU,2017,100.0,1
2084,97,DEU,2018,100.0,1
2085,97,DEU,2019,100.0,1
2086,97,DEU,2020,100.0,1
2087,98,GHA,1993,30.600000381469727,1
2088,98,GHA,1994,30.36940574645996,1
2089,98,GHA,1995,32.4504508972168,1
2090,98,GHA,1996,34.528770446777344,1
2091,98,GHA,1997,36.60369491577149,1
2092,98,GHA,1998,42.59999847412109,1
2093,98,GHA,1999,40.74053955078125,1
2094,98,GHA,2000,43.70000076293945,1
2095,98,GHA,2001,44.8375129699707,1
2096,98,GHA,2002,46.85807037353516,1
2097,98,GHA,2003,48.29999923706055,1
2098,98,GHA,2004,50.88582992553711,1
2099,98,GHA,2005,41.25,1
2100,98,GHA,2006,55.093448638916016,1
2101,98,GHA,2007,56.92979431152344,1
2102,98,GHA,2008,60.5,1
2103,98,GHA,2009,60.99077987670898,1
2104,98,GHA,2010,64.19999694824219,1
2105,98,GHA,2011,64.06256103515625,1
2106,98,GHA,2012,56.5099983215332,1
2107,98,GHA,2013,70.69999694824219,1
2108,98,GHA,2014,78.30000305175781,1
2109,98,GHA,2015,74.07884216308594,1
2110,98,GHA,2016,79.30000305175781,1
2111,98,GHA,2017,79.0,1
2112,98,GHA,2018,80.4000015258789,1
2113,98,GHA,2019,83.5,1
2114,98,GHA,2020,85.87355041503906,1
2115,99,GIB,1990,100.0,1
2116,99,GIB,1991,100.0,1
2117,99,GIB,1992,100.0,1
2118,99,GIB,1993,100.0,1
2119,99,GIB,1994,100.0,1
2120,99,GIB,1995,100.0,1
2121,99,GIB,1996,100.0,1
2122,99,GIB,1997,100.0,1
2123,99,GIB,1998,100.0,1
2124,99,GIB,1999,100.0,1
2125,99,GIB,2000,100.0,1
2126,99,GIB,2001,100.0,1
2127,99,GIB,2002,100.0,1
2128,99,GIB,2003,100.0,1
2129,99,GIB,2004,100.0,1
2130,99,GIB,2005,100.0,1
2131,99,GIB,2006,100.0,1
2132,99,GIB,2007,100.0,1
2133,99,GIB,2008,100.0,1
2134,99,GIB,2009,100.0,1
2135,99,GIB,2010,100.0,1
2136,99,GIB,2011,100.0,1
2137,99,GIB,2012,100.0,1
2138,99,GIB,2013,100.0,1
2139,99,GIB,2014,100.0,1
2140,99,GIB,2015,100.0,1
2141,99,GIB,2016,100.0,1
2142,99,GIB,2017,100.0,1
2143,99,GIB,2018,100.0,1
2144,99,GIB,2019,100.0,1
2145,99,GIB,2020,100.0,1
2146,100,GRC,1990,100.0,1
2147,100,GRC,1991,100.0,1
2148,100,GRC,1992,100.0,1
2149,100,GRC,1993,100.0,1
2150,100,GRC,1994,100.0,1
2151,100,GRC,1995,100.0,1
2152,100,GRC,1996,100.0,1
2153,100,GRC,1997,100.0,1
2154,100,GRC,1998,100.0,1
2155,100,GRC,1999,100.0,1
2156,100,GRC,2000,100.0,1
2157,100,GRC,2001,100.0,1
2158,100,GRC,2002,100.0,1
2159,100,GRC,2003,100.0,1
2160,100,GRC,2004,100.0,1
2161,100,GRC,2005,100.0,1
2162,100,GRC,2006,100.0,1
2163,100,GRC,2007,100.0,1
2164,100,GRC,2008,100.0,1
2165,100,GRC,2009,100.0,1
2166,100,GRC,2010,100.0,1
2167,100,GRC,2011,100.0,1
2168,100,GRC,2012,100.0,1
2169,100,GRC,2013,100.0,1
2170,100,GRC,2014,100.0,1
2171,100,GRC,2015,100.0,1
2172,100,GRC,2016,100.0,1
2173,100,GRC,2017,100.0,1
2174,100,GRC,2018,100.0,1
2175,100,GRC,2019,100.0,1
2176,100,GRC,2020,100.0,1
2177,101,GRL,1990,100.0,1
2178,101,GRL,1991,100.0,1
2179,101,GRL,1992,100.0,1
2180,101,GRL,1993,100.0,1
2181,101,GRL,1994,100.0,1
2182,101,GRL,1995,100.0,1
2183,101,GRL,1996,100.0,1
2184,101,GRL,1997,100.0,1
2185,101,GRL,1998,100.0,1
2186,101,GRL,1999,100.0,1
2187,101,GRL,2000,100.0,1
2188,101,GRL,2001,100.0,1
2189,101,GRL,2002,100.0,1
2190,101,GRL,2003,100.0,1
2191,101,GRL,2004,100.0,1
2192,101,GRL,2005,100.0,1
2193,101,GRL,2006,100.0,1
2194,101,GRL,2007,100.0,1
2195,101,GRL,2008,100.0,1
2196,101,GRL,2009,100.0,1
2197,101,GRL,2010,100.0,1
2198,101,GRL,2011,100.0,1
2199,101,GRL,2012,100.0,1
2200,101,GRL,2013,100.0,1
2201,101,GRL,2014,100.0,1
2202,101,GRL,2015,100.0,1
2203,101,GRL,2016,100.0,1
2204,101,GRL,2017,100.0,1
2205,101,GRL,2018,100.0,1
2206,101,GRL,2019,100.0,1
2207,101,GRL,2020,100.0,1
2208,102,GRD,1998,85.04000091552734,1
2209,102,GRD,1999,85.52946472167969,1
2210,102,GRD,2000,86.04222869873047,1
2211,102,GRD,2001,86.37165832519531,1
2212,102,GRD,2002,86.69351196289062,1
2213,102,GRD,2003,87.01012420654297,1
2214,102,GRD,2004,87.32384490966797,1
2215,102,GRD,2005,87.63703918457031,1
2216,102,GRD,2006,87.95210266113281,1
2217,102,GRD,2007,88.27168273925781,1
2218,102,GRD,2008,90.0,1
2219,102,GRD,2009,88.93525695800781,1
2220,102,GRD,2010,89.28466033935547,1
2221,102,GRD,2011,88.80000305175781,1
2222,102,GRD,2012,90.0322494506836,1
2223,102,GRD,2013,90.43490600585938,1
2224,102,GRD,2014,90.85537719726562,1
2225,102,GRD,2015,91.29068756103516,1
2226,102,GRD,2016,91.73786926269533,1
2227,102,GRD,2017,92.19395446777344,1
2228,102,GRD,2018,92.3000030517578,1
